tag,sentence
B-M,Au
B-E,from
B-D,120m
B-E,including
B-D,4m
B-E,@
B-P,10.20g/t
B-M,Au
B-H,(
I-H,22CVRC008
I-H,)
O,–
O,hole
O,ends
O,in
O,mineralisation
O,
B-D,4m
B-E,@
B-P,2.51g/t
B-M,Au
B-E,from
B-D,96m
B-H,(
I-H,22CVRC003
I-H,)
B-E,
B-D,1m
B-E,@
B-P,1.22g/t
B-M,Au
B-E,from
B-D,57m
B-H,(
I-H,22CVRC003
I-H,)
B-E,
B-D,1m
B-E,@
B-P,1.25g/t
B-M,Au
B-E,from
B-D,109m
B-H,(
I-H,22CVRC003
I-H,)
B-E,
B-D,2m
B-E,@
B-P,0.78g/t
B-M,Au
B-E,from
B-D,102m
B-H,(
I-H,22CVRC001
I-H,)
B-E,
B-D,4m
B-E,@
B-P,0.35g/t
B-M,Au
B-E,from
B-D,60m
B-H,(
I-H,22CVRC007
I-H,)
B-E,
B-D,4m
B-E,@
B-P,0.32g/t
B-M,Au
B-E,from
B-D,80m
B-H,(
I-H,22CVRC008
I-H,)
B-E,
B-D,4m
B-E,@
B-P,0.43g/t
B-M,Au
B-E,from
B-D,88m
B-H,(
I-H,22CVRC010
I-H,)
B-E,
B-D,4m
B-E,@
B-P,0.39g/t
B-M,Au
B-E,from
B-D,104m
B-H,(
I-H,22CVRC010
I-H,)
O,This
O,higher-grade
O,gold
O,mineralisation
O,sits
O,within
O,a
O,10-80m
O,thick
O,zone
O,of
O,lower
O,grade
O,mineralisation
O,(
O,≥
O,0.1g/t
O,Au
O,)
O,that
O,thickens
O,and
O,thins
O,along
O,strike
O,and
O,has
O,currently
O,been
O,defined
O,over
O,a
O,strike
O,length
O,of
O,700m.
O,The
O,mineralisation
O,is
O,hosted
O,in
O,gneiss
O,within
O,pyrite-biotite
O,shear
O,zones
O,","
O,with
O,higher
O,gold
O,grades
O,associated
O,with
O,k-feldspar
O,alteration.
O,The
O,mineralisation
O,remains
O,open
O,in
O,all
O,directions.
O,Commenting
O,on
O,these
O,gold
O,exploration
O,results
O,from
O,Circle
O,Valley
O,","
O,CEO
O,Tim
O,Davidson
O,said
O,:
O,“
O,These
O,results
O,continue
O,to
O,support
O,our
O,thesis
O,that
O,the
O,geology
O,at
O,Circle
O,Valley
O,is
O,fertile
O,for
O,gold
O,mineralisation
O,and
O,that
O,the
O,project
O,remains
O,vastly
O,underexplored
O,and
O,is
O,now
O,the
O,subject
O,of
O,systematic
O,and
O,focussed
O,exploration
O,for
O,the
O,first
O,time.
O,The
O,Company
O,is
O,encouraged
O,by
O,the
O,data
O,that
O,is
O,being
O,collected
O,during
O,the
O,drilling
O,and
O,sampling
O,process
O,as
O,it
O,continues
O,to
O,indicate
O,similarities
O,between
O,the
O,geology
O,and
O,alteration
O,present
O,at
O,Circle
O,Valley
O,","
O,and
O,that
O,which
O,is
O,present
O,at
O,the
O,Tropicana
O,deposit
O,to
O,the
O,northeast
O,(
O,currently
O,host
O,to
O,4.9Moz
O,gold
O,Mineral
O,Resource
O,)
O,.
O,We
O,look
O,forward
O,to
O,updating
O,shareholders
O,with
O,respect
O,to
O,this
O,developing
O,exploration
O,story
O,over
O,the
O,coming
O,weeks.
O,”
O,Page
O,2
O,of
O,17
O,Figure
O,1
O,:
O,Circle
O,Valley
O,Tenure
O,showing
O,location
O,of
O,Anomaly
O,A
O,where
O,RC
O,drilling
O,is
O,currently
O,underway
O,","
O,and
O,recently
O,defined
O,gold
O,exploration
O,targets
O,at
O,Anomaly
O,B
O,and
O,C
O,which
O,are
O,coincident
O,with
O,a
O,magnetic
O,feature
O,that
O,extends
O,5.5km
O,east
O,to
O,the
O,existing
O,Fenceline
O,prospect.
O,Page
O,3
O,of
O,17
O,Figure
O,2
O,:
O,Anomaly
O,A
O,aircore
O,and
O,RC
O,drill
O,collar
O,points
O,and
O,gold
O,grades
O,","
O,surface
O,gold
O,anomalism
O,and
O,underlying
O,geology.
O,Page
O,4
O,of
O,17
O,Figure
O,3
O,:
O,Anomaly
O,A
O,section
O,A-A
O,’
O,showing
O,gold
O,intersections
O,in
O,recently
O,completed
O,RC
O,drill
O,holes
O,and
O,drilling
O,with
O,assays
O,pending.
O,Page
O,5
O,of
O,17
O,Figure
O,4
O,:
O,Anomaly
O,A
O,section
O,B-B
O,’
O,showing
O,gold
O,intersections
O,in
O,recently
O,completed
O,RC
O,drill
O,holes.
O,(
O,note
O,:
O,hole
O,22CVRC008
O,ends
O,in
O,mineralisation
O,)
O,Page
O,6
O,of
O,17
O,This
O,announcement
O,has
O,been
O,authorised
O,for
O,release
O,by
O,the
O,Company
O,’
O,s
O,Board
O,of
O,Directors.
O,For
O,further
O,information
O,","
O,please
O,contact
O,:
O,Tim
O,Davidson
O,–
O,Chief
O,Executive
O,Officer
O,+61
O,8
O,6388
O,2700
O,info@meekagold.com.au
O,www.meekagold.com.au
O,ABOUT
O,MEEKA
O,GOLD
O,LIMITED
O,Meeka
O,Gold
O,(
O,ASX
O,:
O,MEK
O,)
O,is
O,a
O,junior
O,gold
O,and
O,rare
O,earths
O,explorer
O,with
O,a
O,portfolio
O,of
O,exploration
O,projects
O,across
O,Western
O,Australia.
O,Meeka
O,’
O,s
O,flagship
O,Murchison
O,Gold
O,Project
O,has
O,a
O,combined
O,343km
O,²
O,landholding
O,in
O,the
O,prolific
O,Murchison
O,Gold
O,Fields
O,of
O,Western
O,Australia
O,and
O,hosts
O,a
O,large
O,high
O,grade
O,1.1Moz
O,Mineral
O,Resource.
O,The
O,Company
O,is
O,actively
O,exploring
O,on
O,this
O,tenure
O,while
O,also
O,progressing
O,toward
O,production
O,with
O,the
O,release
O,of
O,the
O,Murchison
O,Gold
O,Project
O,Scoping
O,Study
O,in
O,December
O,2021
O,outlining
O,a
O,robust
O,Project
O,that
O,produces
O,over
O,420koz
O,of
O,gold
O,and
O,delivers
O,significant
O,free
O,cashflow.
O,Complimentary
O,to
O,the
O,Murchison
O,Gold
O,Project
O,","
O,the
O,Company
O,owns
O,the
O,Circle
O,Valley
O,Project
O,in
O,southern
O,WA.
O,Circle
O,Valley
O,sits
O,in
O,the
O,Albany-Fraser
O,Mobile
O,Belt
O,","
O,which
O,hosts
O,the
O,Tropicana
O,gold
O,mine
O,(
O,3Moz
O,past
O,production
O,)
O,.
O,Gold
O,mineralisation
O,has
O,been
O,identified
O,in
O,four
O,separate
O,locations
O,at
O,Circle
O,Valley
O,and
O,presents
O,an
O,exciting
O,greenfield
O,exploration
O,opportunity
O,","
O,which
O,the
O,Company
O,is
O,aggressively
O,pursuing.
O,In
O,addition
O,to
O,gold
O,exploration
O,in
O,the
O,Albany-Fraser
O,","
O,the
O,Company
O,controls
O,the
O,Cascade
O,REE
O,Project
O,","
O,2
O,","
O,068km2
O,of
O,exploration
O,tenure
O,in
O,a
O,region
O,that
O,is
O,rapidly
O,emerging
O,as
O,a
O,highly
O,prospective
O,ionic
O,clay
O,type
O,rare
O,earths
O,province.
O,The
O,Company
O,intends
O,to
O,leverage
O,its
O,existing
O,exploration
O,resources
O,in
O,the
O,province
O,to
O,conduct
O,fieldwork
O,at
O,Cascade.
O,Page
O,7
O,of
O,17
O,Global
O,Mineral
O,Resource
O,Summary
O,Measured
O,Indicated
O,Inferred
O,Total
O,Project
O,Tonnes
O,Grade
O,Ounces
O,Tonnes
O,Grade
O,Ounces
O,Tonnes
O,Grade
O,Ounces
O,Tonnes
O,Grade
O,Ounces
O,(
O,'000t
O,)
O,(
O,g/t
O,)
O,(
O,'000oz
O,)
O,(
O,'000t
O,)
O,(
O,g/t
O,)
O,(
O,'000oz
O,)
O,(
O,'000t
O,)
O,(
O,g/t
O,)
O,(
O,'000oz
O,)
O,(
O,'000t
O,)
O,(
O,g/t
O,)
O,(
O,'000oz
O,)
O,Andy
O,Well
O,150
O,11.4
O,55
O,1
O,","
O,050
O,9.3
O,315
O,650
O,6.5
O,135
O,1
O,","
O,800
O,8.6
O,505
O,Turnberry
O,6
O,","
O,800
O,1.6
O,355
O,4
O,","
O,500
O,1.8
O,255
O,11
O,","
O,300
O,1.7
O,610
O,TOTAL
O,150
O,11.4
O,55
O,7
O,","
O,850
O,2.7
O,670
O,5
O,","
O,150
O,2.4
O,390
O,13
O,","
O,100
O,2.6
O,1
O,","
O,115
O,Notes
O,:
O,1.
O,Mineral
O,Resources
O,previously
O,reported
O,to
O,the
O,ASX
O,on
O,18th
O,May
O,2021
O,in
O,announcement
O,titled
O,“
O,Murchison
O,Gold
O,Mineral
O,Resource
O,Grows
O,44%
O,to
O,+1.1
O,Million
O,Ounces
O,”
O,.
O,The
O,Company
O,is
O,not
O,aware
O,of
O,any
O,new
O,information
O,or
O,data
O,that
O,materially
O,affects
O,the
O,information
O,included
O,in
O,this
O,announcement
O,and
O,that
O,all
O,material
O,assumptions
O,and
O,technical
O,parameters
O,underpinning
O,the
O,estimates
O,continue
O,to
O,apply
O,and
O,have
O,not
O,materially
O,changed.
O,2.
O,Mineral
O,Resources
O,are
O,produced
O,in
O,accordance
O,with
O,the
O,2012
O,Edition
O,of
O,the
O,Australian
O,Code
O,for
O,Reporting
O,of
O,Mineral
O,Resources
O,and
O,Ore
O,Reserves
O,(
O,JORC
O,2012
O,)
O,.
O,3.
O,Andy
O,Well
O,Mineral
O,Resource
O,is
O,reported
O,using
O,0.1g/t
O,cut-off
O,grade.
O,4.
O,Turnberry
O,Open
O,Pit
O,Mineral
O,Resource
O,is
O,reported
O,within
O,a
O,A$2
O,","
O,400/oz
O,pit
O,shell
O,and
O,above
O,0.5g/t
O,cut-off
O,grade.
O,5.
O,Turnberry
O,Underground
O,Mineral
O,Resource
O,is
O,reported
O,outside
O,a
O,A$2
O,","
O,400/oz
O,pit
O,shell
O,and
O,above
O,1.5g/t
O,cut-off
O,grade.
O,Page
O,8
O,of
O,17
O,COMPETENT
O,PERSON'S
O,STATEMENT
O,The
O,information
O,that
O,relates
O,to
O,Exploration
O,Results
O,as
O,those
O,terms
O,are
O,defined
O,in
O,the
O,2012
O,Edition
O,of
O,the
O,"""Australasian"
O,Code
O,for
O,Reporting
O,of
O,Exploration
O,Results
O,","
O,Mineral
O,Resources
O,and
O,Ore
O,"Reserve"""
O,","
O,is
O,based
O,on
O,information
O,reviewed
O,by
O,Mr
O,Duncan
O,Franey
O,","
O,a
O,Competent
O,Person
O,who
O,is
O,a
O,member
O,of
O,The
O,Australasian
O,Institute
O,of
O,Mining
O,and
O,Metallurgy
O,and
O,the
O,Australian
O,Institute
O,of
O,Geoscientists.
O,Mr
O,Franey
O,is
O,a
O,full-time
O,employee
O,of
O,the
O,Company.
O,Mr
O,Franey
O,has
O,sufficient
O,experience
O,that
O,is
O,relevant
O,to
O,the
O,style
O,of
O,mineralisation
O,and
O,type
O,of
O,deposit
O,under
O,consideration
O,and
O,to
O,the
O,activity
O,being
O,undertaken
O,to
O,qualify
O,as
O,a
O,Competent
O,Person
O,as
O,defined
O,in
O,the
O,2012
O,Edition
O,of
O,the
O,‘
O,Australasian
O,Code
O,for
O,Reporting
O,of
O,Exploration
O,Results
O,","
O,Mineral
O,Resources
O,and
O,Ore
O,Reserves
O,’
O,.
O,Mr
O,Franey
O,consents
O,to
O,the
O,inclusion
O,in
O,the
O,report
O,of
O,the
O,matters
O,based
O,on
O,his
O,information
O,in
O,the
O,form
O,and
O,context
O,in
O,which
O,it
O,appears.
O,The
O,information
O,that
O,relates
O,to
O,Mineral
O,Resources
O,was
O,first
O,reported
O,by
O,the
O,Company
O,in
O,its
O,announcement
O,to
O,the
O,ASX
O,on
O,18th
O,May
O,2021.
O,The
O,Company
O,is
O,not
O,aware
O,of
O,any
O,new
O,information
O,or
O,data
O,that
O,materially
O,affects
O,the
O,information
O,included
O,in
O,this
O,announcement
O,and
O,that
O,all
O,material
O,assumptions
O,and
O,technical
O,parameters
O,underpinning
O,the
O,estimates
O,continue
O,to
O,apply
O,and
O,have
O,not
O,materially
O,changed.
O,The
O,information
O,that
O,relates
O,to
O,Scoping
O,Study
O,results
O,is
O,based
O,on
O,information
O,compiled
O,by
O,Mr
O,Tim
O,Davidson
O,","
O,a
O,Competent
O,Person
O,who
O,is
O,a
O,Member
O,of
O,the
O,Australian
O,Institute
O,of
O,Mining
O,and
O,Metallurgy.
O,Mr
O,Davidson
O,is
O,a
O,full-time
O,employee
O,of
O,the
O,company.
O,Mr
O,Davidson
O,is
O,eligible
O,to
O,participate
O,in
O,short
O,and
O,long-term
O,incentive
O,plans
O,of
O,and
O,holds
O,shares
O,and
O,performance
O,rights
O,in
O,the
O,Company
O,as
O,previously
O,disclosed.
O,Mr
O,Davidson
O,has
O,sufficient
O,experience
O,in
O,the
O,study
O,","
O,development
O,and
O,operation
O,of
O,gold
O,projects
O,and
O,consents
O,to
O,the
O,inclusion
O,in
O,the
O,report
O,of
O,the
O,matters
O,based
O,on
O,his
O,information
O,in
O,the
O,form
O,and
O,context
O,in
O,which
O,it
O,appears.
O,FORWARD
O,LOOKING
O,STATEMENTS
O,Certain
O,statements
O,in
O,this
O,report
O,relate
O,to
O,the
O,future
O,","
O,including
O,forward
O,looking
O,statements
O,relating
O,to
O,the
O,Company
O,’
O,s
O,financial
O,position
O,","
O,strategy
O,and
O,expected
O,operating
O,results.
O,These
O,forward-looking
O,statements
O,involve
O,known
O,and
O,unknown
O,risks
O,","
O,uncertainties
O,","
O,assumptions
O,and
O,other
O,important
O,factors
O,that
O,could
O,cause
O,the
O,actual
O,results
O,","
O,performance
O,or
O,achievements
O,of
O,the
O,Company
O,to
O,be
O,materially
O,different
O,from
O,future
O,results
O,","
O,performance
O,or
O,achievements
O,expressed
O,or
O,implied
O,by
O,such
O,statements.
O,Actual
O,events
O,or
O,results
O,may
O,differ
O,materially
O,from
O,the
O,events
O,or
O,results
O,expressed
O,or
O,implied
O,in
O,any
O,forward-looking
O,statement
O,and
O,deviations
O,are
O,both
O,normal
O,and
O,to
O,be
O,expected.
O,Other
O,than
O,required
O,by
O,law
O,","
O,neither
O,the
O,Company
O,","
O,their
O,officers
O,nor
O,any
O,other
O,person
O,gives
O,any
O,representation
O,","
O,assurance
O,or
O,guarantee
O,that
O,the
O,occurrence
O,of
O,the
O,events
O,expressed
O,or
O,implied
O,in
O,any
O,forward-looking
O,statements
O,will
O,actually
O,occur.
O,You
O,are
O,cautioned
O,not
O,to
O,place
O,undue
O,reliance
O,on
O,those
O,statements.
O,Page
O,9
O,of
O,17
O,DRILLING
O,DATA
O,Table
O,1
O,–
O,Collar
O,Table
O,Drill
O,Hole
O,ID
O,Type
O,Easting
O,Northing
O,RL
O,Azimuth
O,Dip
O,End
O,of
O,Hole
O,(
O,Degrees
O,)
O,(
O,Degrees
O,)
O,(
O,m
O,)
O,22CVRC001
O,RC
O,398164
O,6347547
O,230
O,0
O,-60
O,154
O,22CVRC002
O,RC
O,398176
O,6347502
O,230
O,0
O,-60
O,214
O,22CVRC003
O,RC
O,398152
O,6347626
O,235
O,180
O,-60
O,130
O,22CVRC004
O,RC
O,398468
O,6347733
O,254
O,155
O,-60
O,119
O,22CVRC005
O,RC
O,398557
O,6347537
O,237
O,335
O,-60
O,118
O,22CVRC006
O,RC
O,398742
O,6348028
O,235
O,180
O,-60
O,102
O,22CVRC007
O,RC
O,398729
O,6347917
O,240
O,0
O,-60
O,114
O,22CVRC008
O,RC
O,398158
O,6347679
O,245
O,140
O,-60
O,130
O,22CVRC009
O,RC
O,398183
O,6347552
O,235
O,0
O,-60
O,120
O,22CVRC010
O,RC
O,398184
O,6347625
O,231
O,180
O,-60
O,150
O,22CVRC011
O,RC
O,398254
O,6347618
O,233
O,180
O,-60
O,100
O,22CVRC012
O,RC
O,398253
O,6347561
O,235
O,180
O,-60
O,78
O,22CVRC013
O,RC
O,398253
O,6347466
O,235
O,0
O,-60
O,108
O,Table
O,2
O,–
O,Significant
O,Intersections
O,(
O,>0.3g/t
O,Au
O,)
O,Target
O,Drill
O,Hole
O,ID
O,Downhole
O,From
O,Downhole
O,To
O,Downhole
O,Au
O,(
O,m
O,)
O,(
O,m
O,)
O,Intersection
O,(
O,g/t
O,)
O,(
O,m
O,)
O,Anomaly
O,A
O,22CVRC001
O,13
O,36
O,23
O,5.09
O,incl.
O,15
O,25
O,10
O,9.35
O,and
O,28
O,35
O,7
O,2.91
O,102
O,104
O,2
O,0.78
O,Anomaly
O,A
O,22CVRC003
O,57
O,58
O,1
O,1.22
O,96
O,100
O,4
O,2.51
O,109
O,110
O,1
O,1.25
O,Anomaly
O,A
O,22CVRC007
O,60
O,64
O,4
O,0.35
O,Anomaly
O,A
O,22CVRC008
O,80
O,84
O,4
O,0.32
O,120
O,130
O,10
O,4.72
O,incl.
O,124
O,128
O,4
O,10.20
O,Anomaly
O,A
O,22CVRC009
O,32
O,48
O,16
O,3.06
O,incl.
O,44
O,48
O,4
O,10.80
O,Anomaly
O,A
O,22CVRC010
O,24
O,48
O,24
O,1.21
O,88
O,92
O,4
O,0.43
O,104
O,108
O,4
O,0.39
O,Page
O,10
O,of
O,17
O,JORC
O,2012
O,–
O,TABLE
O,1
O,:
O,CIRCLE
O,VALLEY
O,Section
O,1
O,Sampling
O,Techniques
O,and
O,Data
O,(
O,Criteria
O,in
O,this
O,section
O,apply
O,to
O,all
O,succeeding
O,sections.
O,)
O,CRITERIA
O,JORC
O,CODE
O,EXPLANATION
O,COMMENTARY
O,Sampling
O,•
O,Nature
O,and
O,quality
O,of
O,sampling
O,(
O,e.g.
O,cut
O,•
O,Aircore
O,drill
O,chips
O,collected
O,techniques
O,channels
O,","
O,random
O,chips
O,","
O,or
O,specific
O,through
O,a
O,cyclone
O,and
O,generally
O,specialised
O,industry
O,standard
O,sampled
O,at
O,1
O,or
O,4
O,metre
O,intervals
O,","
O,measurement
O,tools
O,appropriate
O,to
O,the
O,cone
O,split
O,or
O,spear
O,sampled.
O,minerals
O,under
O,investigation
O,","
O,such
O,as
O,•
O,Reverse
O,circulation
O,(
O,RC
O,)
O,down
O,hole
O,gamma
O,sondes
O,","
O,or
O,handheld
O,percussion
O,drill
O,chips
O,collected
O,XRF
O,instruments
O,","
O,etc
O,)
O,.
O,These
O,examples
O,through
O,a
O,cyclone
O,and
O,sampled
O,should
O,not
O,be
O,taken
O,as
O,limiting
O,the
O,at
O,1
O,or
O,4
O,metre
O,intervals
O,","
O,cone
O,broad
O,meaning
O,of
O,sampling.
O,split
O,or
O,spear
O,sampled.
O,•
O,Include
O,reference
O,to
O,measures
O,taken
O,to
O,•
O,Drill
O,sampling
O,was
O,conducted
O,on
O,ensure
O,sample
O,representivity
O,and
O,the
O,at
O,between
O,1
O,or
O,4
O,metre
O,appropriate
O,calibration
O,of
O,any
O,composite
O,samples.
O,measurement
O,tools
O,or
O,systems
O,used.
O,•
O,•
O,Aspects
O,of
O,the
O,determination
O,of
O,•
O,Mineralisation
O,determined
O,mineralisation
O,that
O,are
O,Material
O,to
O,the
O,qualitatively
O,through
O,logging
O,:
O,Public
O,Report.
O,presence
O,of
O,sulphide
O,and
O,visible
O,gold
O,in
O,quartz
O,;
O,internal
O,structure
O,(
O,massive
O,","
O,brecciated
O,","
O,laminated
O,)
O,of
O,quartz
O,and
O,pXRF
O,analysing
O,primarily
O,for
O,whole
O,rock
O,geochemistry
O,but
O,used
O,indicatively
O,for
O,mineralisation.
O,•
O,Mineralisation
O,determined
O,quantitatively
O,via
O,50g
O,Fire
O,Assay
O,and
O,AAS
O,(
O,Au
O,)
O,","
O,and
O,ICP-MS
O,(
O,multielement
O,)
O,.
O,•
O,In
O,cases
O,where
O,‘
O,industry
O,standard
O,’
O,work
O,•
O,AC
O,and
O,RC
O,spear
O,4
O,m
O,composite
O,has
O,been
O,done
O,this
O,would
O,be
O,relatively
O,samples
O,and
O,1
O,m
O,samples
O,were
O,simple
O,(
O,e.g.
O,‘
O,reverse
O,circulation
O,drilling
O,taken
O,from
O,which
O,<3.5kg
O,sample
O,was
O,used
O,to
O,obtain
O,1
O,m
O,samples
O,from
O,was
O,split
O,to
O,be
O,crushed
O,and
O,which
O,3
O,kg
O,was
O,pulverised
O,to
O,produce
O,a
O,pulverised.
O,From
O,this
O,lot
O,a
O,50
O,g
O,30
O,g
O,charge
O,for
O,fire
O,assay
O,’
O,)
O,.
O,In
O,other
O,charge
O,was
O,scooped
O,and
O,cases
O,more
O,explanation
O,may
O,be
O,prepared
O,by
O,Fire
O,Assay
O,and
O,required
O,","
O,such
O,as
O,where
O,there
O,is
O,coarse
O,analysed
O,with
O,an
O,AAS
O,for
O,Au.
O,gold
O,that
O,has
O,inherent
O,sampling
O,Multi-element
O,samples
O,were
O,problems.
O,Unusual
O,commodities
O,or
O,prepared
O,by
O,4-acid
O,digest
O,and
O,mineralisation
O,types
O,(
O,e.g.
O,submarine
O,analysed
O,using
O,ICP-MS
O,Analysis
O,nodules
O,)
O,may
O,warrant
O,disclosure
O,of
O,for
O,ME.
O,detailed
O,information.
O,Drilling
O,•
O,Drill
O,type
O,(
O,e.g.
O,core
O,","
O,reverse
O,circulation
O,","
O,•
O,Slimline
O,RC
O,–
O,150mm
O,diameter.
O,techniques
O,open-hole
O,hammer
O,","
O,rotary
O,air
O,blast
O,","
O,•
O,Air
O,core
O,drilling
O,-
O,100mm
O,auger
O,","
O,Bangka
O,","
O,sonic
O,","
O,etc
O,)
O,and
O,details
O,diameter
O,to
O,bit
O,refusal
O,(
O,usually
O,(
O,e.g.
O,core
O,diameter
O,","
O,triple
O,or
O,standard
O,saprock
O,to
O,fresh
O,rock
O,)
O,.
O,tube
O,","
O,depth
O,of
O,diamond
O,tails
O,","
O,face-
O,sampling
O,bit
O,or
O,other
O,type
O,","
O,whether
O,core
O,is
O,oriented
O,and
O,if
O,so
O,","
O,by
O,what
O,method
O,","
O,etc
O,)
O,.
O,Page
O,11
O,of
O,17
O,CRITERIA
O,JORC
O,CODE
O,EXPLANATION
O,COMMENTARY
O,Drill
O,sample
O,•
O,Method
O,of
O,recording
O,and
O,assessing
O,core
O,•
O,Visual
O,estimate
O,of
O,drill
O,chip
O,recovery
O,and
O,chip
O,sample
O,recoveries
O,and
O,results
O,recovery
O,recorded
O,in
O,database.
O,assessed.
O,•
O,Measures
O,taken
O,to
O,maximise
O,sample
O,•
O,Drill
O,chip
O,recoveries
O,monitored
O,in
O,recovery
O,and
O,ensure
O,representative
O,the
O,field
O,and
O,documented.
O,nature
O,of
O,the
O,samples.
O,•
O,Whether
O,a
O,relationship
O,exists
O,between
O,•
O,Unknown
O,at
O,this
O,stage.
O,sample
O,recovery
O,and
O,grade
O,and
O,whether
O,sample
O,bias
O,may
O,have
O,occurred
O,due
O,to
O,preferential
O,loss/gain
O,of
O,fine/coarse
O,material.
O,Logging
O,•
O,Whether
O,core
O,and
O,chip
O,samples
O,have
O,•
O,Holes
O,logged
O,qualitative
O,:
O,been
O,geologically
O,and
O,geotechnically
O,lithology
O,","
O,alteration
O,","
O,foliation.
O,logged
O,to
O,a
O,level
O,of
O,detail
O,to
O,support
O,•
O,All
O,holes
O,chipped
O,for
O,the
O,entire
O,appropriate
O,Mineral
O,Resource
O,hole
O,to
O,preserve
O,a
